   0052.698,     00085.26333,   000017.766,0000072.94,  05.969608
      0072.5905249,  078.688915,   5.850353241,00000063.832, 0000097.1492
      00039.695,      000015.694,    0042.3645, 0072.6436,     00000010.938
  49.85332, 009.72762,   0000074.416,     0000075.4774,      0096.003705
0028.1777915, 66.2529233, 0094.287213,    0094.6877567,     0064.36379
    54.95217676,   76.89082524,      00088.511969,      77.63579925,    0070.5672148
    013.3101,  36.8508393,      00091.967,    0097.2899,      0022.60551
   00026.05783,     062.27757, 15.98886045,  11.38738,   0029.9002
      17.9929228,   61.05484957, 4.01977183,    81.16971,      063.134279
      000023.219,    18.893846,   0014.218,27.8301617, 35.7588076
    00001.61263,      00042.3773, 000000016.43,     10.66927756,  0067.62716
   0061.987,     7.28400376,      64.192153,   052.6254,    029.619146
 32.36473823,   27.1821024,    00093.726,   37.9328835,     005.80881
   0085.715634,      0078.858,     082.8199581,    26.596521,     31.31096807
      0092.792,    000047.4096,0000015.7604,    050.30769,      000069.664
 000054.4096,   049.8135938,   0049.50386,  90.559939,   05.279679341
 0000024.6495,    87.8372558,   0000034.0125,     072.51704,     000048.51536
 040.440858,   00067.2041,    0039.79945,      61.8583049,  000074.68542
      00050.043,     054.939881, 000000033.82,   13.7262341,   0024.518314
  085.55288,     0039.5510852,0012.50342,      2.323167,    0083.858
    0038.345, 0049.0203097,      50.3336934, 10.5367078,      00061.78495
     0076.32453,      07.122507387, 00048.27444,      37.13871315,      0006.81418
    98.68279535,     071.4329,  000051.28407,  00080.9071,      0.01838044835
   53.28229041,      088.6191378,  0078.1966,  68.6441223,   83.62053
    000027.206,     06.067046,   2.259923939,000011.9334,      097.1267
  25.01941576,   83.154534,   00049.0169,     092.61858,    13.88084591
  00015.4425,  76.11073758,      051.954765,   69.92306944,     22.89618499
     0009.80958,     000055.9574,      0000056.52,  030.88713895,  00074.7413
014.01673,068.1612524,  32.69916836,      61.2989918,  0000.6688003
     00040.451, 00035.071,    0021.759778,   0068.170441,  0036.998
     13.8081026, 61.71375,00093.188752, 9.4591373,000018.69666
      067.7713448,  0098.9738893, 00041.924,     00071.0297,     071.02863
    08.17406,  0072.0664906, 0091.3408,     60.925046,   006.9274801
  064.02000748,  79.55981557,12.1681084,     62.0140545,6.44275634
  000063.84227,009.94654,  64.053542, 00096.815689,     84.73301
   0061.653413, 0049.90681,    0062.537,     0000045.243,    008.7974
      71.08325894, 00025.55825,00055.847, 59.18074933,      000016.53281
      76.98636,     76.4189576,   00005.78088, 17.76332255,      000073.854
 74.51914,      000083.7949,00086.3748,  62.30064474,   00051.629
   0060.0380263,    000094.9743,    0000068.535,     60.2478709,   0000059.545
